year,month,day,consumption
2019,6,2,-12.900732
2019,6,3,-10.429059291666666
2019,6,4,-6.062821583333334
2019,6,5,-4.5062617083333345
2019,6,6,-4.306761791666668
2019,6,7,-4.594273458333334
2019,6,8,-4.426686458333333
2019,6,9,-4.778873458333334
2019,6,10,-4.524480499999998
2019,6,11,-5.035240166666667
2019,6,12,-5.077084666666665
2019,6,13,-5.873976916666667
2019,6,14,-6.212203166666665
2019,6,15,-6.548314541666667
2019,6,16,-6.9394105
2019,6,17,-7.486911666666667
2019,6,18,-7.0566497916666675
2019,6,19,-7.683844541666666
2019,6,20,-6.553299916666666
2019,6,21,-6.310894374999999
2019,6,22,-5.753927166666666
2019,6,23,-7.372024916666668
2019,6,24,-8.260216958333332
2019,6,25,-8.662328125
2019,6,26,-7.889120375
2019,6,27,-8.212200958333332
2019,6,28,-9.093610374999999
2019,6,29,-8.77038025
2019,6,30,-8.602778791666667
2019,7,1,-7.637656416666665
2019,7,2,-5.608047416666666
2019,7,3,-6.512317291666666
2019,7,4,-6.612241416666666
2019,7,5,-5.959049374999999
2019,7,6,-4.464322666666665
2019,7,7,-5.517089708333333
2019,7,8,-5.2443407083333335
2019,7,9,-5.015846250000001
2019,7,10,-6.586933583333331
2019,7,11,-6.552501875
2019,7,12,-6.1715154583333325
2019,7,13,-6.023848583333334
2019,7,14,-5.514896166666667
2019,7,15,-5.053866875000001
2019,7,16,-6.128176708333334
2019,7,17,-6.281965458333333
2019,7,18,-5.7916016666666685
2019,7,19,-6.671711500000001
2019,7,20,-5.482643333333335
2019,7,21,-7.06923325
2019,7,22,-7.5640017083333335
2019,7,23,-7.8463170416666665
2019,7,24,-7.644299833333335
2019,7,25,-7.005261000000001
2019,7,26,-7.229435583333333
2019,7,27,-7.935489458333333
2019,7,28,-9.263830583333332
2019,7,29,-7.755791875
2019,7,30,-7.194401458333334
2019,7,31,-6.176512875
2019,8,1,-7.108214291666666
2019,8,2,-7.460953833333334
2019,8,3,-5.089007666666666
2019,8,4,-5.304029833333334
2019,8,5,-5.558690791666668
2019,8,6,-7.688355791666666
2019,8,7,-8.172861333333334
2019,8,8,-7.56854975
2019,8,9,-9.831318166666668
2019,8,10,-9.175581583333333
2019,8,11,-7.406200375000002
2019,8,12,-8.317977541666666
2019,8,13,-6.3089547916666655
2019,8,14,-6.3971217499999975
2019,8,15,-5.747742291666667
2019,8,16,-6.310602499999999
2019,8,17,-8.289586083333335
2019,8,18,-10.893553583333334
2019,8,19,-10.483072500000002
2019,8,20,-8.015841791666665
2019,8,21,-8.638152916666664
2019,8,22,-7.2906748750000006
2019,8,23,-6.931264041666665
2019,8,24,-6.966847958333335
2019,8,25,-7.698128624999999
2019,8,26,-5.653095791666668
2019,8,27,-6.6629005
2019,8,28,-6.009676833333334
2019,8,29,-4.686938583333332
2019,8,30,-6.616361291666666
2019,8,31,-7.175697416666665
2019,9,1,-4.721073999999999
2019,9,2,-6.761277124999999
2019,9,3,-6.91191925
2019,9,4,-7.058807125
2019,9,5,-7.9365497083333345
2019,9,6,-7.8395395
2019,9,7,-6.143984875
2019,9,8,-7.14909152173913
2019,9,9,-8.662790000000001
2019,9,10,-8.026503749999998
2019,9,11,-6.435980791666668
2019,9,12,-6.6984333750000005
2019,9,13,-6.599914166666667
2019,9,14,-5.956982583333333
2019,9,15,-7.193489166666667
2019,9,16,-6.465330625000001
2019,9,17,-6.329749166666667
2019,9,18,-5.201525750000001
2019,9,19,-3.8984618333333323
2019,9,20,-5.443428291666667
2019,9,21,-5.215875166666667
2019,9,22,-5.2699569166666675
2019,9,23,-4.962277750000001
2019,9,24,-5.645634458333332
2019,9,25,-4.9416605
2019,9,26,-3.244229666666666
2019,9,27,-3.521545583333332
2019,9,28,-2.5827517083333333
2019,9,29,-2.978985125
2019,9,30,-4.969305333333333
2019,10,1,-6.642894541666667
2019,10,2,-6.639936124999999
2019,10,3,-6.415680916666666
2019,10,4,-6.30755375
2019,10,5,-6.665815749999999
2019,10,6,-6.195326458333333
2019,10,7,-5.338563375
2019,10,8,-5.6642693333333325
2019,10,9,-5.382299333333331
2019,10,10,-4.662910458333333
2019,10,11,-4.291163
2019,10,12,-5.218577875
2019,10,13,-5.662893
2019,10,14,-5.024435958333333
2019,10,15,-4.2389218333333325
2019,10,16,-4.902001791666667
2019,10,17,-4.968158458333334
2019,10,18,-9.303492541666666
2019,10,19,-5.03864525
2019,10,20,-6.537396541666667
2019,10,21,-6.714260166666667
2019,10,22,-6.06370275
2019,10,23,-3.617008166666666
2019,10,24,-4.371915875
2019,10,25,-3.944596499999999
2019,10,26,-4.195840666666666
2019,10,27,-5.058763000000001
2019,10,28,-4.4997035
2019,10,29,-4.669169666666668
2019,10,30,-5.001617833333334
2019,10,31,-4.169001541666665
2019,11,1,-3.853143708333333
2019,11,2,-3.889749958333333
2019,11,3,-3.2287582500000007
2019,11,4,-3.158256833333333
2019,11,5,-4.708635958333333
2019,11,6,-6.498621
2019,11,7,-3.6585539166666656
2019,11,8,-3.4174344166666657
2019,11,9,-5.33823675
2019,11,10,-4.4131122083333345
2019,11,11,-1.451593833333332
2019,11,12,-1.1425908749999987
2019,11,13,0.5672050833333323
2019,11,14,-1.8414911666666673
2019,11,15,-1.9603323333333347
2019,11,16,-0.8375120416666672
2019,11,17,-0.6636482916666667
2019,11,18,-0.11560991666666691
2019,11,19,-0.7337888750000005
2019,11,20,1.3172358333333334
2019,11,21,1.369145583333335
2019,11,22,-0.5226492916666682
2019,11,23,-0.16822770833333303
2019,11,24,1.3109741666666663
2019,11,25,-1.564158458333333
2019,11,26,-4.122383708333334
2019,11,27,-4.487891291666667
2019,11,28,-3.584283083333334
2019,11,29,-4.07091466666667
2019,11,30,-4.516534250000001
2019,12,1,-3.685873416666666
2019,12,2,-1.4274006666666679
2019,12,3,-1.877027833333334
2019,12,4,-3.324736083333333
2019,12,5,-4.745821208333333
2019,12,6,-2.6476181250000015
2019,12,7,-2.6335687083333337
2019,12,8,-2.7476694166666675
2019,12,9,-2.308481166666667
2019,12,10,-1.1256566250000015
2019,12,11,-0.8690407083333342
2019,12,12,-1.3009165416666677
2019,12,13,-2.492366125000002
2019,12,14,-1.753341458333334
2019,12,15,-5.450869624999999
2019,12,16,-5.883395666666668
2019,12,17,-4.571777166666666
2019,12,18,-2.783327291666667
2019,12,19,-1.1111037499999996
2019,12,20,-2.9640833333333343
2019,12,21,-2.9743567499999988
2019,12,22,-3.3481566666666667
2019,12,23,-0.7485815416666686
2019,12,24,1.2492708333333342
2019,12,25,2.4529389166666675
